,Por,AI,Facies
0,15.857947225049362,184.8428250908017,3
1,14.820833200534253,202.97226555835465,3
2,11.512596600285317,431.9652282532803,3
3,8.538480673038555,463.58239079020285,3
4,23.765489118231052,22.643971318393778,3
5,15.48536331535913,141.23399823010962,3
6,6.2333137206759055,609.6171502752069,3
7,12.419951518183824,378.75529097192407,3
8,11.392470769283536,280.73697484766717,3
9,17.999115122192908,186.13619895324277,3
10,11.342318205443593,269.7967541281361,3
11,19.440754514429777,120.33347278654306,3
12,16.242097608166564,167.92463816407948,3
13,8.241774822427567,526.6943857751639,3
14,6.620317252340177,447.106372148217,3
15,5.097592468116929,550.381661202255,3
16,3.5786574254781613,588.6862059908764,3
17,14.750825427738675,296.5036659090123,3
18,0.38731272448245674,900.0,3
19,14.10425062240688,254.54972555422597,3
20,11.776102800924278,190.39321605311386,3
21,5.182335598474185,708.9241581260336,3
22,11.38799374258558,310.6263493761261,3
23,5.27116786508128,527.9325814842435,3
24,14.351867191883013,276.6867912842254,3
25,16.693813920225345,188.38900972163106,3
26,17.117727849747926,127.55738189304986,3
27,19.914773317843895,47.74304320823839,3
28,8.871999155426597,425.4570076089729,3
29,9.411218505231538,435.2535104046828,3
30,10.056522255213334,297.92596151971156,3
31,11.262151984910973,389.81923344548903,3
32,15.795371877967616,226.9177972785297,3
33,15.86398872547013,171.33386178348815,3
34,19.62641149923164,50.713791369002074,3
35,15.684469707146478,122.7348200736402,3
36,13.70047703291828,160.09381293246926,3
37,0.0,894.1281055160686,3
38,9.543155821469902,390.848667687786,3
39,14.851038793797322,170.83137289632367,3
40,17.38605619743827,121.96212022971164,3
41,16.242479405694226,163.81539115029418,3
42,16.238579919510755,166.44986995220376,3
43,19.146912452038492,124.91496141651798,3
44,25.160225081867864,30.523159586179375,3
45,13.680010924863046,329.04284061549424,3
46,13.779439682157495,233.93717702377694,3
47,11.188743440579628,314.9351521727417,3
48,11.273317702024418,424.22659730226457,3
49,12.632352413669349,189.60344752714656,3
50,8.575694585448867,412.7571264717185,3
51,16.562289040285634,133.112535280484,3
52,8.445335826400362,447.3960278638703,3
53,17.040823321358882,181.23573510031247,3
54,18.456950560606515,136.90974753777982,3
55,10.225184346849773,258.2277209985733,3
56,14.018188617352013,230.00036743992925,3
57,23.88453937747478,29.005964157793475,3
58,9.335599786947494,387.4730069670773,3
59,15.361972850563316,156.5570961980139,3
60,10.935542598211246,310.2217999766742,3
61,14.682384215404035,212.9892131809015,3
62,11.819982511779573,220.11728449920724,3
63,15.302217299222253,263.6657325676673,3
64,7.860966639760101,619.8586649689756,3
65,18.935965167772533,115.88682571960351,3
66,19.37205629002251,99.95558620091961,3
67,18.403746762058624,99.42586383253854,3
68,17.639966169030487,127.80235610791402,3
69,9.32593135478542,498.44325393849226,3
70,13.997544690768102,261.47555385620245,3
71,13.023812847779066,256.1189756237986,3
72,9.35293167741396,426.1332823441061,3
73,16.485195248697988,147.47425714535538,3
74,21.286423193679404,79.95104371835198,3
75,3.857954330212304,605.7015837144188,3
76,25.11810892254742,31.38949828699231,3
77,9.312563507858295,350.5252909568148,3
78,10.95891653418929,455.3396786451805,3
79,18.10179497679072,204.48436065580663,3
80,16.770054315096832,161.61352037771664,3
81,17.466282848997455,159.91084460797032,3
82,14.830777628929855,272.02077153968116,3
83,17.885140729759687,103.45695185710261,3
84,14.486239207831115,169.19426986449764,3
85,20.267098894896655,68.86383290439585,3
86,21.78660754416206,64.61666305529587,3
87,18.38416002254674,83.56793232051898,3
88,18.205506458008593,101.54797848857035,3
89,24.999381706857605,21.198848729840332,3
90,8.21242897572748,507.8906222501101,3
91,9.655232213112019,415.56035789554244,3
92,5.8824298538993975,550.8191820665539,3
93,1.813176735360568,684.9732595506587,3
94,11.145812766003093,358.20509343395537,3
95,11.593404013343765,354.74019104537246,3
96,10.36817853065585,424.3153925159448,3
97,12.395922870276179,331.31718997798083,3
98,3.8238190600176565,686.5307369633059,3
99,5.256587553035391,515.7746482930193,3
100,13.832156595252076,208.60975885820588,3
101,19.324243177938918,76.24774726522053,3
102,17.16326492935388,124.04972599570132,3
103,18.176249400684835,150.5739895811371,3
104,13.937596240990812,271.1690118765805,3
105,8.897082630491942,391.9793367317409,3
106,19.06902271729798,101.83209792333469,3
107,20.505097260863632,91.02894358461458,3
108,16.911841908220282,165.29956136932282,3
109,18.43922896688333,87.39412000941773,3
110,8.038367981342475,516.4472127899157,3
111,16.45614034403461,222.11273061831648,3
112,9.835780886034435,273.4935948759243,3
113,16.22853270071942,161.81861245432933,3
114,14.75883223311052,191.98082368030654,3
115,16.9993400117099,160.98642564711128,3
116,16.912117195766523,143.22372922569835,3
117,24.760821728209038,10.0,3
118,5.237481507406933,556.0968723699038,3
119,19.10640985576977,115.09379757791959,3
120,13.360579254088755,262.98179003058124,3
121,17.471875883692974,66.56375614656605,3
122,9.125816802384904,450.75292256697753,3
123,7.207224547496094,491.03352748196687,3
124,11.572003822374068,348.0575232716918,3
125,13.121545877234134,253.58862763908323,3
126,16.57838231656594,200.42645563878978,3
127,30.0,44.06748420275678,3
128,16.566173420303826,145.09321974762057,3
129,12.151256943890244,283.0063219735579,3
130,18.929303008503158,83.05119617762546,3
131,10.933670525284219,369.14901047798935,3
132,18.042439986891136,153.1251017423963,3
133,19.514204791828643,61.95217410104607,3
134,8.4456112723844,465.38502690801073,3
135,21.251757407652725,35.79302820694805,3
136,9.441743888739694,411.9269004399007,3
137,14.920326529666223,200.70695939079178,3
138,18.242570844191597,167.12104843512708,3
139,19.95655548397677,79.33844674336297,3
140,19.545197931889323,74.55081029242537,3
141,9.045462866835578,292.41060902278974,3
142,14.059625685165608,298.34087945647366,3
143,18.916870831430106,89.81439147094021,3
144,13.606164474823846,199.9297873283002,3
145,22.44895770976808,71.19751304061538,3
146,21.424387285992168,63.55483080635299,3
147,4.39715618957411,621.4965418752273,3
148,10.878382604385697,284.527177474612,3
149,13.837576986088399,334.93605437430665,3
150,10.502370835316569,318.2355404958501,3
151,14.020692283676219,299.7353599111152,3
152,16.19992293885288,94.34761656062221,3
153,1.117904951109268,889.8519044119467,3
154,3.8521700790635274,608.2923371331161,3
155,23.57719283791072,33.98798318336852,3
156,14.888626267917898,244.91114253868227,3
157,10.66147260871518,297.2815185056606,3
158,15.318755079734549,173.6081912713203,3
159,12.160064961637962,226.40009716577617,3
160,14.838358964619479,231.36867903838635,3
161,12.590302550597938,294.87424976510107,3
162,14.63561764050826,174.0026427605924,3
163,4.448417673457793,643.6932214507033,3
164,10.861749112957447,282.3208331621184,3
165,14.787760427970593,268.97389439276355,3
166,13.791755751225361,169.71788195886228,3
167,12.729407381744588,211.09397961084497,3
168,3.414905480010005,658.6560400117994,3
169,20.903257840164883,61.00697381815722,3
170,14.685933661250145,207.79698604061676,3
171,11.160308094869885,330.39909633064224,3
172,12.607652384928382,396.92684107868206,3
173,16.058881654288967,200.46007174742695,3
174,18.61298241530389,100.37673221978307,3
175,12.516267265024688,207.0622219285912,3
176,15.27848313260461,179.94565948269064,3
177,5.658488334831017,524.0541385103205,3
178,10.001052505284925,370.8472968088454,3
179,15.060063852361864,258.85044679012935,3
180,5.182830683047566,507.35671649157223,3
181,7.285110838488013,544.9911425918527,3
182,17.245282932623525,101.5922283914254,3
183,15.016364692673285,206.5637890360726,3
184,22.868839389264053,24.963007970960618,3
185,20.26028971680774,48.73017854120284,3
186,9.519412247382434,322.6817684715429,3
187,17.670819737618586,75.13896377637333,3
188,12.895384091748353,320.3136977741541,3
189,15.882078578577728,173.31759764648757,3
190,23.233904380845114,60.822171785870935,3
191,16.055764777316213,112.12737441774902,3
192,9.798215973548789,293.7057693037623,3
193,14.416617676799046,250.36155020777764,3
194,10.671625751610598,335.29403677523885,3
195,13.172533127367412,248.73487910033137,3
196,0.9977887835643974,699.2029372062079,3
197,11.241491388057511,376.869577996126,3
198,11.561743122690741,486.63006080973145,3
199,10.564947708608493,317.1032597094781,3
0,24.891483065401072,700.6886632658138,1
1,23.371420454910144,719.1499572053103,1
2,20.888112402964143,772.2195144248154,1
3,25.982512062327892,700.0171532378275,1
4,23.023724485931943,713.4525665289032,1
5,22.549379544582873,720.7591636288136,1
6,21.25079956092167,706.9151400304414,1
7,21.611915653951545,737.4445188692599,1
8,22.733609707782023,746.1875607139717,1
9,24.28263010986884,707.4738933948915,1
10,22.27555484498845,767.4922441282047,1
11,24.550832722388257,701.9309210558454,1
12,25.410964634135446,700.1625311584769,1
13,24.526915842390004,707.2657279880453,1
14,23.843725593679387,702.9157201617751,1
15,23.99304204573904,711.2424403312328,1
16,22.50299835542932,726.9959105420676,1
17,22.242974541906303,748.9584329201361,1
18,23.268177720640885,704.6355299916404,1
19,25.73593284162914,700.0519953686055,1
20,24.61351448517031,702.873956271365,1
21,25.313831835835057,700.0325702399949,1
22,26.931651484067306,700.3504922404619,1
23,21.14069191080238,730.9563864748768,1
24,25.766840825503664,700.105660611348,1
25,24.189071613958408,703.3835586543773,1
26,20.361077146904275,779.9420812589105,1
27,19.767183698141405,829.1552916182336,1
28,23.240104832731603,708.0021793328069,1
29,24.983515533238016,700.0431537100595,1
30,20.22632651905256,741.7618921530277,1
31,22.820192821817542,718.1041648171138,1
32,21.792618063305348,718.7158434661605,1
33,24.513042057398806,700.007255217335,1
34,22.731677632680118,736.0694950925784,1
35,23.065955179034518,700.6536717789373,1
36,23.699990507399384,720.3124024218611,1
37,23.061222377943352,732.1821696115218,1
38,25.62761147368088,700.0011002344236,1
39,24.19219177548843,703.9419750667715,1
40,26.35884982262465,700.0110378177101,1
41,20.849850876226586,800.0738987602318,1
42,23.743820080554705,700.0077100521429,1
43,22.094849844840642,776.1723023584084,1
44,22.673920378476872,742.4953845523331,1
45,22.597888047031084,794.6341802140473,1
46,21.617699643203732,738.9556326389459,1
47,26.027131234536498,700.6686407139485,1
48,21.27975727733804,750.9322303768182,1
49,21.315890506550662,778.282588212415,1
50,23.582992987190067,722.1533499830775,1
51,20.212019070661235,783.1392122152656,1
52,19.490657854921192,878.6244607719198,1
53,20.987302784551527,775.9047731812243,1
54,22.75948228253087,730.5869198854349,1
55,23.23531581075445,712.6888693642069,1
56,21.94706488355017,710.2826596234139,1
57,21.239925333521896,800.4401864010604,1
58,23.618227162636543,711.6673880659947,1
59,21.041495569679693,725.2837759454095,1
60,24.344144521226358,700.0425488700016,1
61,21.564534507110587,767.1213437592892,1
62,22.32669896498325,716.0171328196727,1
63,25.775444438820003,700.0272836142761,1
64,23.03937790719854,733.9046382620452,1
65,21.247747906819324,841.9413751403432,1
66,25.826965061413006,700.8710115910195,1
67,21.95747262315765,725.9590336538087,1
68,20.404709514820066,793.497261494833,1
69,24.486207295163805,700.9328055948644,1
70,21.80235460342582,740.4357720154924,1
71,27.895415671251506,700.050212525069,1
72,19.883123246023658,827.9156121927051,1
73,20.794514625390985,756.498808249075,1
74,24.789276185329086,700.9342579314966,1
75,23.093873899908594,722.9136779035642,1
76,23.506515311648577,702.3070952181198,1
77,25.189419913188072,700.2880400057246,1
78,26.705918273415897,700.2623858083059,1
79,22.452588993117306,766.2709153374493,1
80,25.96462305938624,700.1438473685797,1
81,23.942633418777607,704.9127914742488,1
82,26.87207550709787,700.2280659287474,1
83,20.10997974796373,866.5267509879144,1
84,21.842505248976213,787.7503858093136,1
85,21.251843496439413,774.138545527513,1
86,23.533700191820618,717.015420174991,1
87,26.757716097338403,700.0077848062688,1
88,22.955287883179363,737.4693142310309,1
89,24.565021119179953,700.6317557357586,1
90,24.7613390699581,700.3664540630267,1
91,21.608658230016314,725.3503367284461,1
92,25.4876197680834,700.482379365408,1
93,21.67556389219029,743.1811320310973,1
94,26.068092873918943,700.8174880208308,1
95,23.805398839932952,711.5758295251321,1
96,22.73947540757527,775.1498171382389,1
97,23.548500435331785,700.057148291237,1
98,24.07299997326949,702.1038947714623,1
99,22.657673317905907,709.9550055296244,1
100,21.691858244718155,744.1805379680317,1
101,21.951783908573727,789.4025197222277,1
102,20.549388261084243,804.8146384008197,1
103,22.593235214590038,773.3156313589323,1
104,24.151393577206356,703.2299230860706,1
105,23.846655986365636,700.0869235777972,1
106,30.0,701.2763453749486,1
107,26.19898702257811,700.710245464267,1
108,24.443073108690555,706.7392160735466,1
109,22.92422352000059,781.3008544104699,1
110,20.78352833913634,744.9441391289597,1
111,20.251202396766757,773.7844199126797,1
112,23.11482022774214,700.5586313601871,1
113,22.74344965985449,719.9627311905726,1
114,26.99404619928274,700.5946426120645,1
115,23.31780758550284,704.4444047811605,1
116,24.443097105104066,700.2617750205477,1
117,23.186963145077385,716.0442405663734,1
118,22.838588293053565,700.045993759847,1
119,21.257826033171998,741.1947375111887,1
120,21.479663818612966,849.8212783397892,1
121,23.435584196615167,704.2520326070322,1
122,22.47212148492303,705.3923332065169,1
123,23.063206231156684,720.2372323698834,1
124,24.49029932695729,700.107120295896,1
125,27.173634756354307,700.600569007925,1
126,23.040532874829523,710.5436810488715,1
127,26.88696711327517,700.6879723782229,1
128,25.794276097081365,700.0118265956694,1
129,23.175136599329818,729.109409607092,1
130,23.01228547727515,767.5595502023181,1
131,28.058762114416062,700.3124271990849,1
132,21.20676960832636,794.0801484022152,1
133,21.911314922960706,756.4140550660948,1
134,25.176987398991976,700.0049650120758,1
135,23.16468706747525,704.6854685720762,1
136,24.71120351649088,700.3478201771449,1
137,22.679743405444505,748.6389484776497,1
138,22.416293661231922,711.4636727633903,1
139,22.208974210379203,720.6041239621287,1
140,21.249028143493558,774.5111521735075,1
141,20.202407033731014,727.2207181164343,1
142,22.784389665772647,727.0855004457659,1
