,Por,Perm,Facies
0,5.8847287872193474,777.9277131944472,3
1,5.579638966307894,741.8312860498892,3
2,3.7321649382405515,720.5028706618722,3
3,3.081550640795482,545.8787942565449,3
4,9.079612796980072,888.3009590465208,3
5,6.162852728874082,720.5818743689438,3
6,2.0731483031331166,472.221688238352,3
7,4.145137883209278,737.7441652415818,3
8,4.502751377928402,600.3684641929598,3
9,6.238389961395176,856.2699799613019,3
10,4.559211099513174,586.2218130779667,3
11,7.01727478881263,862.382744802273,3
12,6.076614918954208,782.313938884735,3
13,2.7537473627578866,570.9240998816018,3
14,2.831837861563003,366.33348539083505,3
15,2.120822391199944,317.98960453392755,3
16,1.7064627991603318,197.08260625653813,3
17,4.980887265351374,800.0066509493853,3
18,0.04658808585899582,123.18248987181295,3
19,5.120429388686258,744.2311209449074,3
20,5.152298893468419,530.125859883955,3
21,1.5173244134013353,455.30802169342303,3
22,4.330892245704588,626.889158606295,3
23,2.244729207665917,314.02977457701223,3
24,5.0284942220555955,771.1281919688965,3
25,6.000691322696683,815.0873028609412,3
26,6.55804791626183,787.7266190835429,3
27,7.93618982285569,818.1119439297436,3
28,3.3151590434631846,540.7152939414459,3
29,3.3603563904832336,589.0111397162524,3
30,4.1767209345776255,516.3084655118164,3
31,3.8934628353528957,679.3097786971573,3
32,5.583158383622452,803.406578596791,3
33,5.9864323546174205,767.6826385011987,3
34,7.841898394961628,811.0710082266751,3
35,6.358359277697451,711.3198987110212,3
36,5.706559696053967,632.9165982471353,3
37,0.0,73.20646435124338,3
38,3.5968517364305352,563.0313143638076,3
39,5.818482927105354,715.097651972772,3
40,6.653942559065735,794.3380252327952,3
41,6.108469571687637,779.1122023114449,3
42,6.087379666564679,781.0111782909304,3
43,6.925798816373531,857.1877140008165,3
44,9.132881841624142,899.9981692185283,3
45,4.61834514171224,771.0202543668785,3
46,5.19559432603469,710.9238184336191,3
47,4.2731506028128665,616.9663231935996,3
48,3.7282151672983073,702.3704512192196,3
49,5.303187566317211,593.651543270132,3
50,3.3256767022478657,506.21744763137383,3
51,6.414990331766776,767.5546603996603,3
52,3.1399796144010566,525.4581800700538,3
53,6.111810848269924,823.5179884981413,3
54,6.703506154716566,844.1923992778505,3
55,4.439969030989428,486.70397191214795,3
56,5.261626211784853,720.993754527176,3
57,8.948822282904757,893.8867570271931,3
58,3.578429801542081,544.2995171233237,3
59,6.016355547854346,729.2874554762926,3
60,4.2564243495312075,594.9997908953297,3
61,5.487351224992576,742.7111407917816,3
62,4.954010572099438,569.1716460597285,3
63,5.267724984028885,804.6440511272164,3
64,2.3088428971004937,605.5820085147311,3
65,6.972922720629052,845.8250195755583,3
66,7.202201603834289,848.3618824294193,3
67,7.043387574084033,815.4098484607592,3
68,6.644429046093899,809.469857871001,3
69,3.0595886018610203,628.3159333183379,3
70,5.059808181954599,743.688878117416,3
71,4.927523689513736,685.3369698690746,3
72,3.393504887262704,577.6601299626236,3
73,6.280428111300788,776.7134717255906,3
74,7.742678261906322,881.8710832833857,3
75,1.6858460452642752,243.3637117612657,3
76,9.10782354110165,900.0,3
77,3.7632636660637786,508.6737105285876,3
78,3.5296321373291057,703.1737109099631,3
79,6.125517671712675,866.3852871221787,3
80,6.2151422757114565,800.1464458209894,3
81,6.346598902194823,825.5792524875842,3
82,5.137460606682306,789.7780689330385,3
83,6.914817378881157,798.542378183594,3
84,5.769121780263835,692.528609121938,3
85,7.702775648946956,851.4591798476156,3
86,8.01461683924386,883.1973130229189,3
87,7.209431024942617,799.5470668984586,3
88,6.988272940082172,809.6696036799383,3
89,9.327826662374491,898.9038059391312,3
90,2.82958569077339,554.9635034796976,3
91,3.4952484500706436,591.3676379013997,3
92,2.2520917158722753,393.4222468327524,3
93,1.0344700895548715,93.1235193535889,3
94,4.03410102086475,649.1748747597643,3
95,4.128012623627781,674.9056370753239,3
96,3.5743015989655866,646.8041564668091,3
97,4.388296367180533,705.8669215267122,3
98,1.3696292631093598,311.6324357707314,3
99,2.2942748341340327,300.8381051549869,3
100,5.37304283244213,691.965030217247,3
101,7.453106647911424,828.0037604973841,3
102,6.597217818678056,786.6136811936027,3
103,6.541811581677582,843.4908789680128,3
104,4.9910898365711365,747.3791503693838,3
105,3.48169002850819,513.6634140022672,3
106,7.131846595899258,840.4061442770598,3
107,7.487372866147721,871.9917730386125,3
108,6.210448550318071,808.4409760756964,3
109,7.176374289928183,805.6548923550218,3
110,2.763108849411783,548.0338395463706,3
111,5.726924123116177,825.6967893638299,3
112,4.281633896922453,471.49595361984296,3
113,6.121704279378194,776.8829476280691,3
114,5.64670663142508,729.351432482673,3
115,6.2589474766410245,808.8884323304635,3
116,6.388095599441574,792.0188983074878,3
117,9.770674244247514,885.5516448443635,3
118,2.1208076151176103,336.9786244977663,3
119,7.009272356286566,850.3651480348615,3
120,4.942621948413518,710.4941153533834,3
121,7.25785466405946,735.2608027780046,3
122,3.239869414130079,580.0921354293368,3
123,2.732878553412634,459.92309702849894,3
124,4.15937602637665,668.6799842113355,3
125,4.959733147126643,689.0694451896433,3
126,5.8954495114644025,818.0176715791072,3
127,12.0,899.5614711456504,3
128,6.313850357338199,778.3689133242933,3
129,4.618113637622413,653.7512514214822,3
130,7.307683282931013,820.2294002007576,3
131,3.9418205389635856,643.6321020847901,3
132,6.498438965524874,840.7736558734106,3
133,7.664311551598116,820.3395286844548,3
134,3.0576182458263723,540.116358101947,3
135,8.36604493639367,847.460195061703,3
136,3.4765446957806505,572.8684994107573,3
137,5.6123166432418845,745.1033481075785,3
138,6.4220345781515915,854.118723211542,3
139,7.52422445309031,850.7131523572054,3
140,7.5107540876619066,833.9782867062074,3
141,4.036858088790381,424.43372975422403,3
142,4.853193550095189,770.754262118243,3
143,7.2310870801748415,825.8404639836675,3
144,5.394908219871758,669.9990153372628,3
145,8.043824512478304,894.481003690288,3
146,7.967054790237414,875.916772815977,3
147,1.7150414607692201,312.86129837132546,3
148,4.393372798264866,566.5331358269435,3
149,4.613292609599942,781.4838768122555,3
150,4.138523695380753,570.7060074073365,3
151,4.83865771245582,769.7731480439078,3
152,6.7221598422592095,705.1139412352431,3
153,0.20351494520094826,196.33859435438285,3
154,1.6746001263526962,245.19264878586606,3
155,8.794766228021201,893.0770859682167,3
156,5.313636259915808,775.6504488894525,3
157,4.282982517590208,562.7379966768474,3
158,5.876737443431757,742.7194266454004,3
159,4.970091540789318,600.7575365796715,3
160,5.3918043901939745,764.1341975077944,3
161,4.623835076567019,690.5180184947475,3
162,5.7579154851264125,706.0049497167308,3
163,1.6376075949216329,337.04345491659336,3
164,4.40345684792273,563.094422150719,3
165,5.148421980282395,786.1188069310891,3
166,5.647347749551183,650.0643356824298,3
167,5.169057173053693,624.2445001703403,3
168,1.4051362399966618,245.63347522463746,3
169,7.912506363190472,862.3723346165647,3
170,5.523404003552712,738.7474585510685,3
171,4.183722091003791,628.0868317429118,3
172,4.086503033824246,757.5859632780049,3
173,5.807118403223915,797.6094187731271,3
174,7.069205900365268,823.9037158841292,3
175,5.16053101994741,605.1595924816805,3
176,5.822499702599349,746.1409008297885,3
177,2.326937319563894,348.25345235218384,3
178,3.775008853385037,580.1754833387735,3
179,5.256036999618776,791.8845825394935,3
180,2.3181501762161085,285.07820696308363,3
181,2.5142800101897134,510.1734790332342,3
182,6.824994862610856,768.4053410681978,3
183,5.58792540746623,754.5501689194533,3
184,8.869109192332498,875.0873968715873,3
185,7.9795115387295965,831.6124064462359,3
186,3.947425233406906,498.04654922377864,3
187,7.1858783789390674,757.5053339183377,3
188,4.5328940947517475,726.1134195245342,3
189,5.974460052504638,770.1285582864529,3
190,8.310217134519053,898.1884717246362,3
191,6.52005371989693,719.5726321078308,3
192,4.157062496923248,490.76464565678447,3
193,5.199407729038025,756.9411242585546,3
194,4.0744973159963145,598.2948810775241,3
195,4.998600927706403,688.0364387762783,3
196,0.8434456316987383,10.0,3
197,3.954811260613165,669.0029917686944,3
198,3.4907852026088646,752.6342827457162,3
199,4.155379761944399,574.3025024740448,3
0,23.311637682268607,1187.7784767453595,1
1,21.20812310679227,1155.5624938429864,1
2,18.3504193256287,1045.901501344168,1
3,25.053696810424633,1197.9020315702119,1
4,21.259111830424132,1137.3699238687873,1
5,20.7144118980652,1118.7675465097727,1
6,20.15467691146753,1032.6517797527063,1
7,19.550522000973295,1076.8111157238031,1
8,20.28801349274734,1136.6460232163251,1
9,22.103686546357853,1180.5794040002502,1
10,19.550738641389504,1122.3263855860296,1
11,22.832049384107655,1182.373815056645,1
12,24.62067605785145,1191.0472517266219,1
13,22.173198096494204,1186.7965776481728,1
14,22.320919265063637,1162.3970783484613,1
15,21.767386305264388,1174.2531872886557,1
16,20.512218446643576,1119.465659362021,1
17,19.83760648417512,1115.2269069801278,1
18,21.83095110946799,1141.7300144483002,1
19,24.84812550784188,1195.6066687091093,1
20,22.702190578726373,1185.1398049714599,1
21,24.044246791388822,1192.3792831549508,1
22,26.636634146977947,1199.9303160828022,1
23,19.31039505957097,1044.0895943249438,1
24,25.00354435970587,1195.4109531928405,1
25,22.453437041822156,1174.2680637257613,1
26,17.808207635528674,1012.404036857035,1
27,16.70223393401579,985.1983399503752,1
28,21.614021072224094,1143.4928041121511,1
29,24.017594252325136,1185.0056123913787,1
30,18.336193709409777,984.5187778718575,1
31,20.997945870461088,1130.135237723119,1
32,20.158563415423316,1077.3717366757812,1
33,23.505611447603407,1175.0992424187953,1
