,X,Y,Por,Perm,AI
0,430.0,529.0,11.020167695282199,479.43331986593245,4190.214286432111
1,610.0,870.0,14.67352533040789,566.4939943184729,3805.259270836325
2,690.0,30.0,9.281633053908978,479.5371890878866,4095.7851085584884
3,530.0,429.0,15.028974188756134,509.0986036479412,3905.899807961013
4,40.0,509.0,9.533534856175422,330.2040804572567,4128.718385896955
5,130.0,870.0,14.104976968541058,483.0927332227053,3841.5507259995966
6,860.0,339.0,12.494644214687671,444.64144872877785,4208.238398794713
7,750.0,599.0,10.800985846902782,411.9035848118842,4072.1685418769684
8,550.0,650.0,14.88172040626752,542.2085383860895,3779.2780367394685
9,390.0,410.0,7.2716011949172366,341.6971547004683,4497.724714505317
10,890.0,210.0,13.07208133368194,378.167320230475,4159.073948608783
11,310.0,650.0,12.004535560516773,490.78920461498507,4108.949463291045
12,830.0,969.0,17.70220559618402,744.7265139137421,4523.802434649343
13,310.0,779.0,15.589926512428825,621.7262737909612,4086.5823227678366
14,450.0,370.0,10.933045227251124,452.56761115495374,4055.792198230382
15,110.0,550.0,10.31765284093623,371.7242337925437,4196.218719842653
16,210.0,970.0,15.99420460421078,580.492542740998,3746.0700836038495
17,490.0,810.0,8.379600940566863,322.3123384776511,4497.10836445713
18,430.0,919.0,8.787592736484877,360.42643962797246,4384.541516089617
19,410.0,439.0,7.087673842067246,310.91161764052544,4627.193573382068
20,570.0,270.0,10.935450931166535,377.161823757538,4111.038267637847
21,30.0,650.0,8.695858236506275,360.11829478608973,4769.2302595523615
22,310.0,870.0,14.514571358962309,509.6337799999909,3903.7208915524257
23,210.0,430.0,13.465714142276813,466.61528245513244,4069.351938424611
24,70.0,790.0,16.632607288606685,595.0409148255409,3829.4637296180713
25,900.0,899.0,10.74198672107181,414.4797127698228,4332.153396792288
26,110.0,410.0,8.798957693590845,317.35096317035305,4572.617144700173
27,210.0,950.0,13.582183716238054,518.6514244959542,3836.749727926137
28,910.0,39.0,11.035787031007688,425.4695230483107,4355.8545669693995
29,470.0,610.0,11.173212078206909,338.3668335189459,3971.957735693578
30,950.0,389.0,12.998868640261714,480.4358120449471,4264.306050178332
31,130.0,229.0,12.536694186944475,434.20687848222263,3924.6161387528973
32,490.0,750.0,10.258923886515621,432.64192216302814,3999.354378262018
33,550.0,539.0,13.92334454799501,488.45083252479424,3786.98076839807
34,410.0,250.0,10.856912524071237,408.9109450166801,4336.161408229947
35,190.0,590.0,13.787220807885216,509.9648826447944,3846.949162769714
36,430.0,530.0,9.232140419039776,422.484237607131,4130.467165442868
37,310.0,49.0,12.37839218523171,441.76334104619804,3858.8752093998555
38,830.0,349.0,10.23149689770224,402.4416369494784,4088.073318761581
39,800.0,239.0,18.83655668643199,664.5234325114413,3644.16900294681
40,740.0,629.0,10.830166232967947,440.32226970317913,4150.133474147528
41,870.0,9.0,12.062093095228649,431.8379120323958,4225.381475070313
42,930.0,770.0,9.165315860975474,364.1587281478191,4177.871427219131
43,560.0,549.0,14.17470743663903,555.5817984309715,3657.8332540832403
44,710.0,869.0,9.922000519603381,357.3011256423083,4539.773352153466
45,370.0,930.0,8.791402528412176,325.16858958555264,4824.227844129326
46,590.0,650.0,16.026688580026658,568.0437554890317,3840.2668722945964
47,440.0,189.0,10.78123820515899,450.6520816860891,4034.0515839502036
48,330.0,190.0,11.511831642717116,393.06041107663816,4229.643267842457
49,630.0,50.0,9.210915208606059,341.18138397641656,4472.5882928791025
50,970.0,210.0,7.219503675882443,348.1753897199381,4684.684775006218
51,570.0,30.0,16.64494849157942,532.549601532609,3808.1360983907316
52,520.0,999.0,19.96319483197259,890.1541891102288,3653.9147552177474
53,690.0,930.0,9.61744658717918,353.6186058914439,4228.4396923269105
54,300.0,779.0,14.7194263682722,550.6732153594123,3897.5417369321467
55,90.0,749.0,8.785223550109567,387.1557085052161,4184.613778592077
56,30.0,630.0,6.0063963970138925,316.3706441762022,4890.981530187231
57,290.0,830.0,15.66008842386374,449.64704383821896,3913.785498441147
58,560.0,889.0,14.657865707312059,485.9809078204096,3744.4374786383914
59,470.0,170.0,13.046809575022726,508.97025674757646,3912.7245201831515
60,710.0,450.0,9.332472123151698,400.20959064667255,4238.243452759971
61,570.0,90.0,13.570442810393118,493.15819592879944,3948.515111017856
62,530.0,69.0,7.587571926046231,320.0471852245731,4104.7532764400385
63,400.0,339.0,9.497563493902916,324.0786397304971,4102.2804982972875
64,360.0,219.0,11.656949867977001,469.4109690803064,4505.238544238933
65,890.0,870.0,6.4465177459637255,326.5002220795403,4745.256597257432
66,160.0,809.0,7.9103740981815385,368.54387231164105,4310.5733740267
67,710.0,410.0,10.96120632841891,393.5026091186086,4192.378543130128
68,880.0,809.0,5.317118308118371,302.85120524724016,4711.217964056137
69,700.0,209.0,9.915670103841439,387.5716261962997,4137.169277271735
70,250.0,390.0,14.123587667357299,419.5065214431025,4066.7566728066527
71,890.0,370.0,9.40809528915105,352.88842729567205,4193.6600594518795
72,720.0,29.0,11.227694488969938,400.6051997934787,3827.6036598947517
73,200.0,759.0,10.250094227349765,438.02884127844703,4335.472707810586
74,10.0,770.0,18.36545645427857,738.4808970554234,3652.4016744093933
75,330.0,10.0,14.094146464369944,514.165350705737,3866.9522705781515
76,420.0,909.0,8.110541840640154,306.1655018727964,4772.40745956076
77,70.0,810.0,15.132006922941352,612.3485900041413,3975.7476470246675
78,330.0,239.0,15.24030269450212,556.8850096607961,3719.579225038429
79,670.0,509.0,9.504381175413018,380.6979584158923,4597.42716433075
80,790.0,50.0,7.621686585577704,315.3740486331162,4496.718474660625
81,240.0,319.0,11.582856079570323,381.20118902705167,4039.376109795942
82,880.0,729.0,9.71061050555005,395.13724051097097,4217.332159142954
83,530.0,910.0,15.937335839226947,520.6185760978902,3731.7652629767726
84,10.0,390.0,11.863763954973672,460.6085703112587,3898.6559006999914
85,180.0,529.0,11.414427852607417,510.58213102404466,3866.0632086920514
86,690.0,719.0,10.888310154490211,376.0913031072318,3880.744261551598
87,370.0,369.0,13.311724854892232,391.45550005500974,4098.976263293116
88,440.0,119.0,16.80198088079256,579.3969140322973,3871.545622874083
89,400.0,59.0,13.747482992200105,545.5004288847409,3763.949066649871
90,210.0,570.0,14.274000592663786,572.5237902744424,4123.656247260346
91,10.0,70.0,19.23936517079172,758.7093788218098,3637.24129761165
92,310.0,570.0,16.95656173418379,662.2674250978257,3713.07220053372
93,810.0,770.0,10.768194844778144,366.5069816174567,4299.1237996774
94,70.0,990.0,17.829747376860908,628.3968557449356,3539.5595865170435
95,350.0,289.0,16.34477389138456,559.1223387823142,3952.0913522046258
96,890.0,190.0,11.44238573823418,414.31811128883464,4292.055973951058
97,360.0,519.0,12.694041474269858,421.82115309049453,3862.6897270080503
98,590.0,530.0,13.779369065726224,481.8314914090795,3741.0100317434867
99,130.0,630.0,16.79402707270136,631.8029950392335,3929.732249559679
100,590.0,909.0,16.031125731159882,643.3503246070574,3826.4877796546252
101,850.0,230.0,15.430873042936987,632.3568520213627,3638.596443802562
102,910.0,209.0,9.828269246093207,371.212545096491,4162.028322070256
103,570.0,990.0,15.702290789805584,526.258553198582,3842.2569266152714
104,190.0,989.0,15.983897524514411,610.8583539763958,3693.190355493335
105,530.0,630.0,13.829242856191613,470.4087031477865,4077.504932009826
106,450.0,950.0,8.408863040922087,325.1272438785208,4617.690261086484
107,640.0,479.0,11.924149543977942,467.37581689796747,4051.03453106162
108,910.0,219.0,10.7145889446061,335.1952641685721,4104.869986219195
109,350.0,69.0,9.001342376483304,366.6526629897315,4316.647502806236
110,470.0,699.0,17.051548400305997,648.6789794281888,3792.3192392809283
111,750.0,699.0,10.852585666413152,409.0692020521387,4096.8560417896115
112,550.0,350.0,6.684382514141745,291.693404418703,4324.856836924872
113,490.0,989.0,15.18574756258685,657.4869338413605,3699.416470166536
114,210.0,819.0,15.529656138583414,503.3826131355209,3943.599736670904
115,70.0,330.0,11.532753608526912,436.94171191372067,4010.638752242992
116,830.0,829.0,10.987254060718781,330.00851594004325,4206.005148637157
117,830.0,350.0,12.409611162700408,461.8084572235254,4018.6591236900726
118,100.0,649.0,11.811372832342602,431.73771342754225,4261.58411066887
119,760.0,669.0,14.010376944752693,486.06843342389055,3991.405698882274
120,220.0,789.0,11.434019338381512,481.7024193184127,4065.6864801011557
121,70.0,150.0,13.572954927880547,434.18043173422393,3915.977178831648
122,910.0,350.0,9.54658298999614,341.2549745068333,4488.358008932176
123,660.0,659.0,12.129459386575856,407.98089187845756,4238.3448933711
124,490.0,650.0,14.485847663539802,552.0246501482872,3946.2872566953606
125,250.0,530.0,13.208425120762808,631.2315996427304,4038.732435363519
126,290.0,810.0,13.643799466386838,521.0905985228015,3893.6791917531646
127,650.0,829.0,10.206638628510747,401.0332111970572,4421.40852661602
